"last_name","first_name","hire_date"
"Monarch","Kersti","1986-07-24"
"Fandrianto","Eran","1986-06-07"
"Sanella","Sukumar","1986-02-08"
"Beutelspacher","Hatsukazu","1986-10-03"
"Pettit","Valeska","1986-03-26"
"Petersohn","Margareta","1986-02-04"
"Sullins","Heeju","1986-02-22"
"Jiang","Vitali","1986-08-03"
"Hertweck","Sedat","1986-06-13"
"Fadgyas","Dmitri","1986-05-23"
"Businaro","Haldun","1986-11-20"
"Soloway","Shunichi","1986-11-15"
"Randi","Remmert","1986-06-19"
"Pleszkun","Bernt","1986-10-15"
"Stavenow","Ayonca","1986-04-20"
"Parhami","Kinh","1986-06-13"
"Itschner","Szabolcs","1986-06-20"
"Koblitz","Samphel","1986-09-08"
"Rosis","Juichirou","1986-04-26"
"Peroz","Atreyi","1986-02-02"
"Beutelspacher","Mana","1986-12-01"
"Kakkar","Arne","1986-05-22"
"Glowinski","Kazuhiko","1986-01-25"
"Parfitt","Shooichi","1986-01-18"
"Edelhoff","Faiza","1986-07-13"
"Botman","Kazunori","1986-05-29"
"Cronau","Arunas","1986-09-10"
"Cooke","Tesuro","1986-11-11"
"Kitai","Sanjay","1986-08-16"
"Gini","Fayez","1986-12-19"
"Lorie","Hitomi","1986-02-11"
"Anguita","Raimond","1986-06-20"
"Miake","Ult","1986-06-13"
"Kalloufi","Sreenivas","1986-09-06"
"Luft","Navin","1986-05-13"
"Michaels","Shao","1986-09-13"
"Marzano","Kousuke","1986-04-12"
"Willoner","Mitchel","1986-02-20"
"Pollock","Giri","1986-09-10"
"Eiter","Xuedong","1986-11-11"
"Nanard","Leni","1986-02-12"
"Wendorf","Stella","1986-09-11"
"Furudate","Kazuhiko","1986-02-20"
"Marakhovsky","Subhada","1986-11-01"
"Angelopoulos","Radoslaw","1986-11-17"
"Srimani","Genki","1986-02-20"
"Atchley","Demin","1986-03-18"
"Kilgore","Ingemar","1986-02-12"
"Haumacher","Peer","1986-03-20"
"Riefers","Sahrah","1986-07-04"
"Feinberg","Pranas","1986-08-08"
"Brendel","Sachio","1986-01-29"
"Undy","Martins","1986-09-16"
"Molberg","Hercules","1986-12-07"
"Asmuth","Stevo","1986-01-21"
"Cools","Kiam","1986-10-14"
"Facello","Val","1986-12-29"
"Hutton","Amalendu","1986-03-31"
"Noriega","Marie","1986-08-04"
"Schaar","Kasturi","1986-03-05"
"Sidou","Itzchak","1986-07-14"
"DuBourdieux","Mohan","1986-09-18"
"Syang","Sadegh","1986-12-24"
"Portugali","Shimshon","1986-05-21"
"Jayawardene","Vishwani","1986-07-30"
"Luders","Remzi","1986-03-24"
"Rodiger","Juyoung","1986-10-02"
"Pelz","Mark","1986-03-09"
"Genther","Aleksander","1986-12-19"
"Chinen","Nectarios","1986-12-08"
"Ramsay","Hatem","1986-01-09"
"Muhling","Hidde","1986-03-15"
"Ibel","Aron","1986-01-15"
"Businaro","Huiqun","1986-03-16"
"Brandsma","Yuichiro","1986-04-22"
"Stranks","Jiong","1986-02-09"
"Hiyoshi","Stamatina","1986-08-30"
"Terkki","Arun","1986-01-23"
"Schneeberger","Chinho","1986-05-30"
"McFarlan","Seshu","1986-12-10"
"Bail","Duri","1986-12-17"
"Ozery","Jenwei","1986-02-26"
"Minakawa","Vishwani","1986-04-12"
"Baer","Paloma","1986-03-06"
"Ghazalie","Sverrir","1986-05-31"
"Manderick","Shawna","1986-12-23"
"Irland","Pranay","1986-07-19"
"Slobodova","Stafford","1986-03-03"
"Wilfing","Yuguang","1986-07-10"
"Bahi","Gina","1986-04-26"
"Standera","Xuejun","1986-03-24"
"Denis","Kazuhito","1986-12-03"
"Boreale","Shuichi","1986-07-31"
"Broder","Gennady","1986-02-16"
"dAstous","Marit","1986-02-07"
"Velardi","Leon","1986-11-19"
"Gihr","TRUE","1986-07-26"
"Schmittgen","Janche","1986-05-12"
"Trumbly","Zeydy","1986-08-04"
"Cyre","Masato","1986-08-02"
"Peir","Augustine","1986-11-13"
"Walstra","Zine","1986-12-16"
"Lorin","Krassimir","1986-08-04"
"Jenevein","Masato","1986-03-13"
"Solares","Dayanand","1986-12-03"
"Mundy","Emran","1986-08-26"
"Junet","Hyuckchul","1986-04-17"
"Gyimothy","Breannda","1986-01-12"
"Kaminger","Eran","1986-08-04"
"Munoz","Radoslaw","1986-10-29"
"Vilarrasa","Zongyan","1986-07-17"
"Georgatos","Marke","1986-09-23"
"Guenter","Marsja","1986-03-21"
"Beeson","Mitchel","1986-01-29"
"Cappelletti","Jahangir","1986-02-26"
"Oehlmann","Wuxu","1986-10-02"
"Chimia","Renny","1986-07-25"
"Kakkar","Berhard","1986-09-16"
"Casperson","Chuanti","1986-04-13"
"Jakobus","Nalini","1986-12-14"
"Bennet","Jeong","1986-07-03"
"Hutton","Leif","1986-05-14"
"Olano","Koldo","1986-07-25"
"Bamford","Xianlong","1986-11-27"
"Stanfel","Apostol","1986-09-11"
"Pargaonkar","Demos","1986-11-03"
"Baja","Chriss","1986-11-10"
"Berendt","Wojceich","1986-01-29"
"Pileggi","Lene","1986-12-12"
"Wynblatt","Alair","1986-10-16"
"Nourani","Uwe","1986-05-01"
"Garnham","Ibibia","1986-02-09"
"Attimonelli","Mahmut","1986-10-08"
"Perna","Adly","1986-12-06"
"Garrabrants","Demin","1986-05-01"
"Harllee","Yakkov","1986-04-17"
"Anandan","Khue","1986-10-29"
"Hambrick","Ashish","1986-08-11"
"Shiratori","Shounak","1986-07-20"
"Schwabacher","Mong","1986-08-20"
"Codenie","Aiichiro","1986-07-11"
"Huhdanpaa","Tommaso","1986-06-03"
"Olano","Kokou","1986-08-19"
"Mitsuhashi","Youpyo","1986-03-11"
"Mandelberg","Cordelia","1986-12-17"
"Mitzlaff","Aemilian","1986-07-25"
"Billingsley","Indrajit","1986-06-25"
"Gente","Tsutomu","1986-11-05"
"Servi","Conor","1986-02-08"
"Demian","Arve","1986-02-04"
"Gischer","Chandrasekaran","1986-12-07"
"Perez","Shahaf","1986-09-26"
"Perry","Leucio","1986-01-02"
"Kawashima","Leszek","1986-05-04"
"Eiter","Arlette","1986-03-30"
"Bottner","Tsz","1986-10-17"
"Pulkowski","Honglan","1986-02-22"
"Stifter","Richard","1986-05-01"
"McAffer","Reinhard","1986-12-26"
"Vernadat","Ramya","1986-08-12"
"Jumpertz","Marin","1986-12-07"
"Tchuente","Theirry","1986-01-22"
"Alencar","Muzhong","1986-06-12"
"Rotem","Samphel","1986-10-13"
"Cyre","Masali","1986-06-05"
"Bazzichi","Kendra","1986-03-26"
"Perez","Rosli","1986-03-26"
"Tokunaga","Berthier","1986-01-28"
"Norsworthy","Valery","1986-12-16"
"Ranai","Weijing","1986-07-05"
"Sevcikova","Pohua","1986-12-19"
"Furudate","Guangming","1986-04-11"
"Salverda","Candida","1986-07-16"
"Selvestrel","Shin","1986-10-14"
"Cronin","Saeed","1986-12-01"
"Woycyznski","Deborah","1986-07-01"
"Cappelli","Renny","1986-10-09"
"Stassinopoulos","Parke","1986-03-12"
"Rathonyi","Anestis","1986-04-25"
"Uchoa","Conrado","1986-10-01"
"Georgatos","Chandrasekaran","1986-12-16"
"Veeraraghavan","Basem","1986-12-30"
"Luke","Huei","1986-11-17"
"Rissland","Chikara","1986-01-23"
"Speek","Kensei","1986-01-20"
"Rathonyi","Nechama","1986-12-24"
"Doering","Dmitri","1986-03-13"
"Schmiedel","Tsvetan","1986-06-18"
"Marzano","Kazuhide","1986-06-03"
"Avouris","Masanao","1986-11-11"
"Albarhamtoshy","Ymte","1986-10-27"
"Tramer","Barton","1986-08-14"
"Yavatkar","Shaowei","1986-06-13"
"Vesel","Kristof","1986-10-27"
"Genin","Mototsugu","1986-01-20"
"Sommer","Leni","1986-11-14"
"Zhang","Bokyung","1986-10-17"
"Debuse","Amabile","1986-04-07"
"Suomi","Mona","1986-07-25"
"McFarlin","Gita","1986-01-23"
"Laventhal","Stein","1986-03-31"
"Garnham","Kshitij","1986-01-22"
"Basart","Anneli","1986-03-02"
"Raney","Lena","1986-11-14"
"Luke","Khoa","1986-08-01"
"Swick","Bikash","1986-10-07"
"Kornyak","Bader","1986-02-02"
"Uhrig","Weiye","1986-03-31"
"Encarnacion","Kazuhito","1986-08-21"
"McFarlin","Rosita","1986-10-22"
"Tsukune","Douadi","1986-09-01"
"Zockler","Gino","1986-11-10"
"Ramaiah","Morris","1986-03-30"
"Ghemri","Radoslaw","1986-08-31"
"Comellas","Zhenbing","1986-03-21"
"Lores","Ronghao","1986-01-28"
"Ellozy","Luigi","1986-07-18"
"Rettelbach","Mayumi","1986-12-19"
"Lenart","Masako","1986-01-13"
"Lieberherr","Francesca","1986-05-27"
"Melter","Zhiguo","1986-12-16"
"Farris","Manu","1986-06-17"
"Improta","Shigehito","1986-07-22"
"Matzke","Sumali","1986-04-10"
"Gerteisen","Prodip","1986-10-09"
"Serra","Mantis","1986-03-30"
"Berendt","Thodoros","1986-08-06"
"Heydon","Sukumar","1986-03-01"
"Heemskerk","Mohammed","1986-12-16"
"Lowrie","Hideo","1986-10-30"
"Munawer","Neelam","1986-08-04"
"Herbst","Hsiangchu","1986-09-25"
"Ghalwash","Jaques","1986-09-25"
"Danecki","Uinam","1986-04-17"
"Conti","Gay","1986-10-28"
"Jervis","Shushma","1986-11-17"
"Krupka","Ziyad","1986-05-22"
"Lundstrom","Geoffrey","1986-05-22"
"Vadhan","Reuven","1986-07-31"
"Pettis","Satyanarayana","1986-08-10"
"Orlowska","Visit","1986-10-30"
"Gente","Jianwen","1986-04-02"
"Setia","Edwin","1986-10-09"
"Peek","Rosine","1986-05-20"
"Rosis","Bouchung","1986-03-26"
"Shackell","Yifei","1986-11-21"
"Feinberg","Hisao","1986-05-08"
"Maliniak","Martina","1986-05-28"
"Schaad","Susuma","1986-11-29"
"Worfolk","Basim","1986-06-26"
"Denti","Heng","1986-04-29"
"Rajaraman","Yechezkel","1986-08-24"
"Felder","Georg","1986-01-02"
"Staudhammer","Shen","1986-08-23"
"Ermel","Ghassan","1986-07-04"
"Dalton","Kaijung","1986-12-01"
"Schrift","Pragnesh","1986-02-25"
"Schwartzburd","Yongqiao","1986-04-06"
"Solares","Toshimitsu","1986-06-29"
"Beerel","Amabile","1986-12-03"
"Barinka","Maya","1986-06-26"
"Domenig","Kauko","1986-05-08"
"Cunliffe","Shigeichiro","1986-03-14"
"Laventhal","Gladys","1986-08-24"
"Schicker","Francesca","1986-01-30"
"Cools","Fumiyo","1986-08-26"
"Swiss","Rosine","1986-01-22"
"Kroha","Barry","1986-08-10"
"Vendrig","Kellie","1986-07-28"
"Lieblein","Basil","1986-12-28"
"Wendorf","Fumitake","1986-01-14"
"Bamford","Michaela","1986-10-13"
"Kolvik","Naftaly","1986-01-07"
"Chinal","Sandeepan","1986-05-25"
"Garrabrants","Lihong","1986-04-25"
"Barriga","Stamatina","1986-01-07"
"Keirsey","King","1986-04-14"
"Peris","Gal","1986-04-09"
"Kampfer","Jordanka","1986-10-23"
"Koblick","Niteen","1986-10-10"
"Kavraki","Moss","1986-02-21"
"Melichar","Hiroyasu","1986-11-15"
"Mawatari","Breannda","1986-05-05"
"McAffer","Rance","1986-08-16"
"Wuwongse","Hyuckchul","1986-11-17"
"Erdmenger","Alassane","1986-08-13"
"Zultner","Marek","1986-08-16"
"Waleschkowski","Jianhui","1986-06-29"
"Reistad","Matt","1986-05-24"
"Georgakopoulos","Boutros","1986-07-15"
"Ertl","Kirk","1986-05-19"
"Backhouse","Manu","1986-06-13"
"Nannarelli","Masako","1986-10-16"
"Linares","Adas","1986-01-03"
"Hellwagner","Wojceich","1986-10-09"
"Rassart","Stafford","1986-07-21"
"Solovay","Heekeun","1986-11-25"
"Jakobus","Shuky","1986-06-16"
"Schreiter","Mooi","1986-07-27"
"Mungall","Goa","1986-12-16"
"Beidas","Zhensheng","1986-03-09"
"Shrader","Along","1986-12-20"
"Karnin","Nahid","1986-10-22"
"Kitai","Elliott","1986-06-16"
"Riexinger","Tetsushi","1986-01-21"
"Scharstein","Jordanka","1986-07-01"
"Uhrig","Eran","1986-11-19"
"Shimshoni","Dipankar","1986-04-05"
"Honglei","Shaowen","1986-08-29"
"Maierhofer","Aimee","1986-08-17"
"Bodoff","Luigi","1986-01-24"
"Gruenwald","Shay","1986-08-31"
"Krone","Udaiprakash","1986-03-08"
"Mitina","Aleksandar","1986-08-12"
"Peck","Syozo","1986-07-26"
"Norsworthy","Chinho","1986-10-03"
"Penttonen","Shaibal","1986-08-17"
"Rouquie","Goa","1986-02-22"
"Cromarty","Ortrud","1986-08-20"
"Crooks","Yuichiro","1986-05-13"
"Albarhamtoshy","Yannis","1986-07-04"
"Marchesini","Kwangsub","1986-06-08"
"Jonsson","Goa","1986-06-02"
"Zobel","Rildo","1986-04-19"
"Itzfeldt","Alenka","1986-06-01"
"Suri","Huiqun","1986-10-24"
"Hardjono","Heekeun","1986-06-23"
"Wuwongse","Shridhar","1986-10-18"
"Chartres","Geraldo","1986-09-26"
"Merks","Junichi","1986-03-05"
"Luby","Ayakannu","1986-07-21"
"Mahmud","Christoph","1986-07-18"
"Perng","TRUE","1986-09-07"
"Clouatre","Annemarie","1986-06-01"
"Vigier","Mani","1986-07-15"
"Felcyn","Masoud","1986-09-28"
"Krone","Zhenbing","1986-09-12"
"Gniady","Tzvetan","1986-03-08"
"Suomi","Sanjay","1986-03-15"
"Emmerich","Luise","1986-06-16"
"Lamba","Alejandro","1986-06-19"
"Cools","Stabislas","1986-12-19"
"Boreale","Yechiam","1986-01-03"
"Gils","Ronghao","1986-07-31"
"Famili","Barun","1986-10-21"
"Champarnaud","Toshiki","1986-12-30"
"Baumann","Ulises","1986-10-22"
"Fiutem","Xiahua","1986-09-28"
"Openshaw","Elrique","1986-12-20"
"Domenig","Jackson","1986-07-17"
"Speckmann","Bernice","1986-07-16"
"Ramsak","Shalesh","1986-06-15"
"Tsunoo","Shigehiro","1986-10-07"
"Gubsky","Moto","1986-05-09"
"Quaggetto","Shih","1986-01-22"
"Marshall","Kazuyasu","1986-02-15"
"Rosiles","Marla","1986-07-29"
"Papastamatiou","Bernice","1986-06-30"
"Orsini","Hatem","1986-01-19"
"Anily","Mooi","1986-02-02"
"Camarinopoulos","Stepehn","1986-10-25"
"Leaver","Djelloul","1986-09-06"
"Srimani","Armond","1986-11-08"
"Uhrik","Roddy","1986-06-02"
"Riexinger","Kshitij","1986-03-05"
"Kuzuoka","Haldun","1986-12-09"
"Tiemann","Petter","1986-03-21"
"Tsunoo","Salvador","1986-07-09"
"Schauser","Geraldo","1986-06-08"
"Streit","Gennady","1986-12-19"
"Winter","Matt","1986-06-03"
"Rijckaert","Shim","1986-12-19"
"Ratnakar","Mariangiola","1986-11-21"
"Copas","Chinya","1986-08-15"
"Tsukuda","Avishai","1986-04-06"
"Rathonyi","Ult","1986-01-12"
"Braunschweig","Quingbo","1986-04-28"
"Barinka","Sreenivas","1986-03-03"
"Vadhan","Venkatesan","1986-07-29"
"Prampolini","Yefim","1986-04-13"
"Vidal","Conrado","1986-07-29"
"Schwaller","Syozo","1986-09-13"
"Farrow","Szabolcs","1986-08-06"
"Couchot","Etsuo","1986-04-08"
"Billingsley","Radhika","1986-07-05"
"Rathonyi","King","1986-10-27"
"Mersereau","Shigeo","1986-11-27"
"Lueh","Jaewon","1986-03-07"
"Puppe","Doohun","1986-10-04"
"Claffy","Uli","1986-07-11"
"Bellmore","Jouko","1986-04-01"
"Coombs","Garnet","1986-07-26"
"Erni","Yuchang","1986-05-30"
"Schrift","Taiji","1986-11-26"
"Underwood","Mabry","1986-01-22"
"Geffroy","Toshiki","1986-04-23"
"Doering","Martien","1986-08-17"
"Lally","Gaurav","1986-05-16"
"Munch","Rosella","1986-11-20"
"Janocha","Susanta","1986-11-25"
"Wendorf","Mohd","1986-01-27"
"Terekhov","Naraig","1986-06-30"
"Lukaszewicz","Panayotis","1986-08-25"
"Guting","Selwyn","1986-09-10"
"Spieker","Leucio","1986-06-26"
"Ulupinar","Paloma","1986-06-30"
"Olano","Alair","1986-07-25"
"Kranzdorf","Mahmut","1986-11-19"
"Legleitner","Gurbir","1986-05-06"
"Bergere","Lein","1986-07-29"
"Siprelle","Cedric","1986-08-01"
"Takanami","Lillian","1986-08-04"
"Mayerwieser","Aria","1986-08-27"
"Yoshimura","Reinhard","1986-09-22"
"Randt","Fuqing","1986-03-04"
"Capobianchi","Prasadram","1986-12-19"
"Nitsche","Suzette","1986-03-12"
"Lorho","Sanjit","1986-01-07"
"Bernardinello","Jagoda","1986-07-17"
"Rohrbach","Oddvar","1986-11-10"
"Koprowski","Mihalis","1986-09-19"
"Janocha","Jianwen","1986-01-30"
"Kugler","Ortrud","1986-08-20"
"Matheson","Tse","1986-11-21"
"Lichtner","Sigeru","1986-07-19"
"Ratnakar","Anestis","1986-09-03"
"Beausoleil","Badri","1986-01-27"
"Pelc","Ronghao","1986-10-19"
"Matzen","Nalini","1986-09-04"
"Veccia","Thodoros","1986-07-17"
"Syrotiuk","Shietung","1986-04-23"
"Hockney","Maia","1986-10-16"
"Gajiwala","Mario","1986-01-06"
"Ginesta","Tse","1986-11-18"
"Furudate","Danel","1986-11-04"
"Stiles","Chandrasekaran","1986-06-05"
"Chinin","Werner","1986-08-31"
"Emden","Xiaoheng","1986-11-12"
"Randi","Wilmer","1986-02-02"
"Stafford","Vatsa","1986-09-27"
"Bach","Xianlong","1986-07-19"
"Bazelow","Tadahiro","1986-02-03"
"VanScheik","Saddek","1986-12-07"
"Czaja","Lunjin","1986-10-21"
"Hutter","Kensei","1986-05-14"
"Viele","Chriss","1986-01-10"
"Billawala","Kankanahalli","1986-05-07"
"Miyakawa","Insup","1986-04-27"
"Emden","Pantung","1986-01-08"
"Fujisaki","Kasidit","1986-12-13"
"Broder","Shakhar","1986-12-17"
"Majewski","Gadiel","1986-06-13"
"Barbanera","Shiv","1986-05-30"
"Gargeya","Ramachenga","1986-07-04"
"Matzat","Serap","1986-07-23"
"Huxford","Aron","1986-01-08"
"Kuzuoka","Irena","1986-05-06"
"Bellmore","Arvind","1986-09-22"
"Ruther","Amalendu","1986-01-05"
"Usdin","Phule","1986-08-31"
"Nilsson","Miyeon","1986-11-22"
"Cools","Shalesh","1986-05-06"
"Emden","Jaideep","1986-05-06"
"Conia","Ibibia","1986-09-29"
"Rothenberg","Jenwei","1986-08-10"
"Koprowski","Zine","1986-08-24"
"Zongker","Marko","1986-05-15"
"Blokdijk","Aloys","1986-07-08"
"Marquardt","Tristan","1986-10-10"
"Stifter","Tuval","1986-05-07"
"Xiaoshan","Spyrose","1986-12-07"
"Furudate","Bernice","1986-05-07"
"Nitto","Syozo","1986-09-16"
"Luks","Eldridge","1986-06-22"
"Stentiford","Gian","1986-06-03"
"Stille","Sungwon","1986-09-26"
"Pokrovskii","Gil","1986-07-02"
"Krone","Baoqiu","1986-04-05"
"Erbe","Bartek","1986-06-21"
"Talmor","Billie","1986-12-30"
"Perri","Abdelwaheb","1986-01-09"
"Valette","Chiranjit","1986-01-13"
"Seiwald","Sajjad","1986-06-10"
"Swan","Takahiro","1986-02-26"
"Domenig","Abdelghani","1986-01-31"
"Gyorkos","Mototsugu","1986-05-22"
"Botman","Faiza","1986-10-27"
"Levasseur","Jeanna","1986-04-12"
"Tempesti","Larisa","1986-05-05"
"Llado","Taegyun","1986-09-17"
"Ranka","Miomir","1986-10-14"
"Bierman","Fumiya","1986-11-26"
"Uhrig","Otilia","1986-02-17"
"Erde","Akemi","1986-07-12"
"Emmart","Phillip","1986-05-01"
"Ozeki","Aiichiro","1986-01-20"
"Brookman","Aloke","1986-09-06"
"Rissanen","Cathie","1986-05-24"
"Cheshire","Kersti","1986-08-07"
"Poupard","Dmitry","1986-09-30"
"Eppinger","Tsvetan","1986-01-08"
"Karunanithi","Rosine","1986-07-03"
"Skafidas","Kerhong","1986-09-28"
"Carrera","Nevio","1986-03-23"
"Choobineh","Kolar","1986-04-08"
"Schoegge","Kwok","1986-06-15"
"Weedon","Xumin","1986-12-12"
"Hambrick","Bodh","1986-07-15"
"Sadowski","Arto","1986-11-05"
"Hasenauer","Hein","1986-11-19"
"Openshaw","Guttorm","1986-01-20"
"Jervis","Giordano","1986-11-14"
"Christianini","Cheong","1986-07-15"
"Sooriamurthi","Sumali","1986-02-18"
"Griswold","Fumiya","1986-06-12"
"Schrift","Sreekrishna","1986-10-24"
"Eastman","Teunis","1986-09-05"
"Parhami","Godehard","1986-03-02"
"Nitta","Kauko","1986-05-15"
"Sinitsyn","Kersti","1986-05-27"
"Lammel","Takanari","1986-09-22"
"Otillio","Hironobu","1986-03-25"
"Schmittgen","Zhilian","1986-04-12"
"Leslie","Jeong","1986-03-06"
"Linares","Van","1986-02-04"
"Rohrbach","Kwangjo","1986-09-13"
"Bonifati","Marsha","1986-10-11"
"Chepyzhov","Krisda","1986-09-18"
"Nitsche","Bernice","1986-05-09"
"Serot","Hatim","1986-06-24"
"Stroustrup","Rafail","1986-01-10"
"Pepe","Frazer","1986-10-14"
"Hiyoshi","Nahum","1986-10-05"
"Cullers","Stepehn","1986-02-04"
"Kropp","Radhia","1986-08-28"
"Wissmann","Gererd","1986-04-30"
"Schauser","Navin","1986-10-19"
"Xiaoshan","Cristinel","1986-06-04"
"Krupka","Pragnesh","1986-03-28"
"Katzenelson","Nevio","1986-02-08"
"Varman","Lihong","1986-12-18"
"Milicia","Poornachandra","1986-03-11"
"Flexer","Kwangsub","1986-04-19"
"Rodham","Jaroslava","1986-12-25"
"Papsdorf","Jianhua","1986-11-22"
"Miara","Mara","1986-11-19"
"Ariola","Luisa","1986-11-23"
"Butterworth","Kazuhira","1986-11-15"
"Zlotek","Petter","1986-10-11"
"Selenyi","Reinhard","1986-12-27"
"Fortenbacher","Sanjeeva","1986-08-23"
"Yurek","Hideyuki","1986-09-17"
"Salinas","Chaitali","1986-06-21"
"Zeleznik","Masaru","1986-02-21"
"Greibach","Xudong","1986-12-08"
"Collavizza","Hideo","1986-06-22"
"Pellegrinelli","Sumali","1986-10-08"
"Ohori","Kiyokazu","1986-03-26"
"Knightly","Randy","1986-10-31"
"Maierhofer","Masamitsu","1986-03-31"
"Kandlur","Huiqun","1986-08-24"
"Szemeredi","Jiang","1986-06-09"
"Serre","Qiwen","1986-09-29"
"Stemann","Khalil","1986-07-03"
"Sinicrope","Golgen","1986-06-13"
"Merey","Huiqun","1986-05-11"
"Felder","Padma","1986-12-13"
"Serov","Mabo","1986-01-05"
"Eldridge","Ipke","1986-08-08"
"Garrabrants","Charlene","1986-08-18"
"Gronowski","Georgi","1986-05-05"
"Kambil","Along","1986-12-17"
"Swick","Sarita","1986-08-02"
"Jeong","Alassane","1986-01-16"
"Michaeli","Moie","1986-03-10"
"Gecsel","Zine","1986-04-05"
"Rosaz","Kannan","1986-10-13"
"Brobst","Beshir","1986-03-29"
"Taubman","Lena","1986-12-23"
"Vuskovic","Kasturi","1986-01-09"
"Dehkordi","Gaetan","1986-07-21"
"Beausoleil","Leaf","1986-01-05"
"Itzigehl","Gilbert","1986-10-08"
"Miculan","Munenori","1986-01-11"
"Nourani","Mang","1986-12-02"
"Goodrum","Heeju","1986-12-11"
"Zuberek","Toshimi","1986-03-10"
"Hennebert","Steve","1986-12-22"
"Passafiume","Georgi","1986-12-03"
"Preusig","Spyrose","1986-05-28"
"Desikan","Gaetan","1986-04-22"
"Sewelson","Marko","1986-02-17"
"Tiemann","Mingzeng","1986-08-08"
"Yurov","Nidapan","1986-09-28"
"Krohm","JoAnne","1986-11-02"
"Wursthorn","Peer","1986-11-24"
"Veevers","Kiam","1986-11-22"
"Harllee","Ramachenga","1986-05-06"
"Rajcani","Howell","1986-11-02"
"Jarecki","Maia","1986-12-18"
"Radivojevic","Tzu","1986-06-13"
"Yavatkar","Kamakshi","1986-04-10"
"Guting","Ibibia","1986-12-10"
"Pietrzykowski","Tesuya","1986-01-12"
"Denna","Roddy","1986-02-20"
"Katiyar","Alain","1986-01-18"
"Molberg","Jaber","1986-04-22"
"Iisaka","Yaghout","1986-11-21"
"Garnier","Shir","1986-05-30"
"Constantine","Roded","1986-01-22"
"Hasham","Rosella","1986-02-21"
"Fabrizio","Sverrir","1986-08-24"
"Antonakopoulos","Pramod","1986-06-08"
"Lowrie","Uri","1986-08-10"
"Wrigley","Adam","1986-06-27"
"Zeilberger","Byong","1986-11-20"
"Panangaden","Chikako","1986-03-31"
"Schiper","Marke","1986-04-10"
"Raney","Yucai","1986-01-19"
"Cincotta","Arfst","1986-03-30"
"Fendler","Marla","1986-12-05"
"Mapelli","Martijn","1986-04-06"
"Niizuma","Tadanori","1986-07-09"
"Encarnacion","Goo","1986-12-06"
"Kadhim","Gay","1986-12-21"
"Lamba","Masanao","1986-02-13"
"Harbusch","Gadiel","1986-06-04"
"Strooper","Navin","1986-10-10"
"Axelband","Tua","1986-06-30"
"Verhoeff","Valter","1986-01-04"
"Hofstetter","Luisa","1986-05-17"
"Waleschkowski","Torsten","1986-05-07"
"Rodham","Sumali","1986-04-15"
"Gustavson","Mingdong","1986-07-18"
"Broomell","Tsz","1986-12-26"
"Unno","Kensyu","1986-05-08"
"Siegrist","Tadahiro","1986-03-28"
"Loncour","Masadi","1986-09-21"
"Kermarrec","Bojan","1986-10-11"
"Farrel","Danae","1986-05-02"
"Chleq","Magdalena","1986-05-29"
"Ginneken","Herbert","1986-12-04"
"Gerteisen","Harjit","1986-12-15"
"Takanami","Angel","1986-01-12"
"Ulupinar","Kristian","1986-06-04"
"Fujisawa","Nimmagadda","1986-03-02"
"Hettesheimer","Oscal","1986-08-20"
"Adachi","Giao","1986-11-04"
"Miara","Xumin","1986-03-03"
"Erva","Jessie","1986-09-02"
"Feldhoffer","Tokuyasu","1986-02-26"
"Luon","Alejandro","1986-01-12"
"Sabnani","Bokyung","1986-06-08"
"Peternell","Yagil","1986-06-25"
"Cooke","Khalil","1986-09-29"
"Leppanen","Monique","1986-02-12"
"Isard","Candida","1986-02-18"
"Beetstra","Shen","1986-02-22"
"Dalton","Gila","1986-12-06"
"Anguita","Lucien","1986-11-29"
"Limongiello","Olivera","1986-11-27"
"Emmerich","Danny","1986-10-09"
"Denny","Boriana","1986-10-27"
"Yamaashi","Laurentiu","1986-09-30"
"Warwick","Valdiodio","1986-07-19"
"Rodiger","Nikolaos","1986-04-28"
"Aloia","Doohun","1986-11-28"
"Plavsic","Yuuichi","1986-02-10"
"Conia","Mabry","1986-05-14"
"Coors","Carrsten","1986-06-09"
"Lueh","Dulce","1986-07-24"
"Sanella","Tsuneo","1986-10-08"
"Busillo","Yuchang","1986-03-30"
"Vecchio","Xiaoqiang","1986-12-13"
"Snedden","Ramachenga","1986-03-14"
"Lamma","Vojin","1986-04-08"
"Olano","Rosella","1986-01-09"
"Usery","Kwan","1986-08-06"
"Birta","Ipke","1986-12-06"
"Auyong","Lakshmi","1986-06-13"
"Cheshire","Akeel","1986-07-09"
"Luga","Siamak","1986-06-29"
"Schaaf","Atilio","1986-04-13"
"Hanabata","Susanta","1986-05-17"
"Peral","Emdad","1986-07-25"
"Welham","Aiman","1986-05-14"
"Limongiello","Salvador","1986-03-31"
"Ranon","Bernice","1986-04-02"
"Herbst","Dipayan","1986-12-04"
"Oaver","Aloke","1986-04-17"
"Acton","Piyawadee","1986-01-13"
"Khalil","Christ","1986-10-17"
"Axelband","Arie","1986-09-20"
"Desikan","Anneli","1986-09-21"
"Cannard","Mohammed","1986-12-27"
"Picco","Nagui","1986-09-24"
"Escriba","Youjian","1986-02-15"
"Marshall","Yolla","1986-02-01"
"Hoogerwoord","Surveyors","1986-01-19"
"Zambonelli","Lucien","1986-03-08"
"Hardjono","Macha","1986-09-06"
"Aseltine","Wuxu","1986-07-22"
"Klerer","Aleksander","1986-03-28"
